11353535,38053955,1687680,17782843,39120733,39626432,30741795,36524320,656933,32168061,36640339
1606041,39120733,38053955,33785882,1687680,38528850,39626432,59533,2850681,46493180,83688
3279793,38053955,1687680,39790655,656245,2850681,39626432,19831,5122699,10953971,38963682
13755529,38053955,39837608,35723752,39120733,31795249,36524320,3434750,21255,28403222,34697572
17802991,3434750,17782843,39120733,2850681,40106480,37419037,38053955,30741795,191890,35723752
88027,39120733,1687680,38053955,39626432,2850681,33785882,38528850,40675309,39790655,39660
18277382,39120733,3434750,38053955,30741795,19394613,29288667,2711314,36914424,36856978,83688
9468817,38053955,31316475,39120733,39540142,30741795,38850871,38500267,38221120,63123,35195177
10556063,38053955,23913127,33785882,31316475,39120733,39626432,36670758,35699958,39837608,3434750
17504897,38053955,39120733,16477368,34140532,35793706,46493180,345802,6844407,1687680,16921969
15969989,39120733,38053955,39626432,19281864,37067268,8135890,534366,16477368,3434750,1687680
18824139,39026706,34320167,38849728,40358728,39120733,1342873,22144990,37762582,39146799,38963682
16895558,39837608,39120733,38053955,36584679,39790655,46945,22144990,39626432,5043324,36914424
12923076,1687680,39626432,38053955,39120733,3434750,16477368,31795249,35723752,34697572,22144990
17589125,39120733,32112949,33785882,1687680,22144990,37067268,36584679,30069822,19831,17782843
656385,39120733,39626432,1687680,39883654,33785882,38528850,39320762,39660,2850681,40675309
6683169,38053955,39120733,1687680,1677192,46493180,39626432,38528850,37980517,39660,39883654
12635625,1687680,39626432,38053955,39120733,3434750,31795249,35723752,34697572,22144990,36584679
880970,39120733,38053955,1687680,40675309,39626432,33785882,2731583,46493180,18836,38528850
10075168,38053955,31316475,39120733,39540142,30741795,38850871,38500267,38221120,63123,35195177
10689882,23913127,33785882,31316475,39626432,36670758,35699958,39837608,3434750,61502,17771
9592848,38053955,31316475,39120733,39540142,30741795,38850871,38500267,38221120,63123,35195177
19276420,31316475,38053955,33653306,37698065,1342873,39626432,34320167,35842433,35689659,38874307
11159832,38053955,1687680,17782843,39120733,39626432,30741795,36524320,656933,32168061,36640339
8786164,1687680,39540142,534366,30741795,22144990,46493180,40675309,39626432,1017695,8209
15843631,39120733,38053955,39626432,19281864,37067268,8135890,534366,16477368,3434750,1687680
1624037,39120733,38053955,33785882,1687680,38528850,39626432,59533,2850681,46493180,83688
13678090,38053955,39837608,35723752,39120733,31795249,36524320,3434750,21255,28403222,34697572
18986809,38053955,33653306,37698065,1342873,39626432,34320167,35842433,35689659,38874307,34222546
269540,38053955,2850681,33785882,38528850,40675309,39660,19831,46493180,38486458,8209
18232244,39120733,3434750,38053955,30741795,19394613,29288667,2711314,36914424,36856978,83688
277489,39120733,1687680,39626432,2850681,33785882,38528850,40675309,39790655,39660,19831
15582043,39120733,38053955,39626432,19281864,37067268,8135890,534366,16477368,3434750,1687680
7337181,39120733,38053955,39626432,33785882,31638720,39540142,2500271,57570,9904,38247068
3568620,38053955,39120733,39790655,656245,2850681,39626432,19831,5122699,10953971,38963682
18072548,39120733,3434750,38053955,30741795,19394613,29288667,2711314,36914424,36856978,83688
3588462,38053955,39120733,1687680,39790655,656245,2850681,39626432,19831,5122699,10953971
1982981,38053955,39120733,33785882,1687680,39626432,534366,38500267,38963682,31316475,25226624
8020897,38053955,39120733,1687680,35723752,30741795,32314211,12520860,40199989,32168061,31316475
219307,1687680,38053955,39626432,33785882,40675309,39790655,39660,19831,46493180,38486458
12438271,39120733,149286,39026706,39660,39822702,2711314,26413,1687680,39626432,38053955
15051182,30741795,38053955,39822702,39458161,3434750,35723752,22144990,34320167,31316475,16921969
19372301,40013458,40186398,39837608,17782843,30741795,39407093,34320167,16477368,6844407,32468604
18969942,39026706,34320167,38849728,40358728,39120733,1342873,22144990,37762582,39146799,38963682
19915778,38963682,8135890,46945,30294906,37650258,36618625,38338352,36012788,34320167,39837608
13623712,38053955,39837608,35723752,39120733,36524320,3434750,21255,28403222,34697572,39458161
1354950,39120733,38053955,33785882,1687680,38528850,39626432,59533,2850681,46493180,83688
19607320,38963682,8135890,46945,30294906,37650258,36618625,38338352,36012788,34320167,39837608
19101130,31316475,38053955,33653306,37698065,1342873,39626432,34320167,35842433,35689659,38874307
18028100,3434750,17782843,39120733,2850681,40106480,37419037,38053955,30741795,191890,35723752
3322667,38053955,39120733,1687680,39790655,656245,2850681,39626432,19831,5122699,10953971
17079353,38053955,39120733,16477368,34140532,35793706,46493180,345802,6844407,1687680,16921969
13596125,38053955,39837608,35723752,39120733,31795249,36524320,3434750,21255,28403222,34697572
17232376,38053955,39120733,16477368,34140532,35793706,46493180,345802,6844407,1687680,16921969
313438,39120733,1687680,38053955,39626432,2850681,33785882,38528850,40675309,39790655,39660
5185257,38053955,39120733,2850681,1687680,38528850,33785882,35072567,8687,30294906,31638720
2380478,38053955,39120733,33785882,1687680,39626432,534366,33028800,38500267,38963682,31316475
13616371,39837608,35723752,39120733,31795249,36524320,3434750,21255,28403222,34697572,39458161
9159387,39120733,38053955,1687680,39540142,534366,3434750,30741795,22144990,46493180,40675309
19369617,40013458,40186398,39837608,17782843,30741795,39407093,34320167,16477368,6844407,32468604
10510515,38053955,23913127,31316475,39120733,39626432,36670758,35699958,39837608,3434750,61502
6572977,38053955,39120733,1687680,1677192,46493180,39626432,38528850,37980517,39660,39883654
18058739,39120733,3434750,38053955,30741795,19394613,29288667,2711314,36914424,36856978,83688
690301,39120733,38053955,39626432,1687680,39883654,33785882,38528850,39320762,39660,2850681
19862940,38963682,8135890,46945,30294906,37650258,38338352,36012788,34320167,39837608,26302482
12070626,39120733,149286,39026706,39660,39822702,2711314,26413,39626432,38053955,679716
1843750,39120733,33785882,1687680,38528850,39626432,2850681,46493180,83688,40675309,31638720
15188920,39120733,30741795,38053955,39626432,39822702,39458161,1687680,3434750,35723752,22144990
3136314,38053955,39120733,1687680,3434750,46945,2731583,30741795,40675309,33785882,534366
16155815,38053955,39120733,33209238,22144990,34697572,30741795,33029735,31316475,36286172,1866834
8396255,39120733,1687680,35723752,30741795,32314211,12520860,40199989,32168061,31316475,35436254
19398945,40013458,40186398,39837608,17782843,30741795,39407093,34320167,16477368,32468604,39342797
19754765,38963682,8135890,46945,30294906,37650258,36618625,38338352,36012788,34320167,39837608
16579541,38053955,39120733,33209238,22144990,34697572,30741795,33029735,31316475,36286172,1866834
19397670,40013458,40186398,39837608,17782843,30741795,39407093,34320167,16477368,6844407,32468604
17459959,38053955,39120733,32112949,33785882,1687680,22144990,37067268,36584679,30069822,19831
19084628,31316475,38053955,33653306,37698065,1342873,39626432,34320167,35842433,35689659,38874307
14423807,38053955,1687680,39120733,12684530,31316475,39626432,4051607,159599,1342873,14533
2164108,38053955,39120733,33785882,1687680,39626432,534366,33028800,38500267,38963682,31316475
17971031,3434750,17782843,39120733,2850681,40106480,37419037,38053955,30741795,191890,35723752
10267477,38053955,23913127,33785882,31316475,39120733,39626432,36670758,35699958,39837608,3434750
1481857,39120733,38053955,33785882,1687680,38528850,39626432,59533,2850681,46493180,83688
7237002,1687680,39120733,38053955,39626432,33785882,31638720,39601333,39540142,2500271,57570
9462882,38053955,31316475,39120733,39540142,30741795,38850871,38500267,38221120,63123,35195177
4625312,38053955,39120733,2850681,39626432,1687680,38528850,33785882,35072567,8687,30294906
19459845,40013458,40186398,39837608,17782843,30741795,39407093,34320167,16477368,6844407,32468604
6102270,38053955,39120733,1687680,1677192,46493180,39626432,38528850,37980517,39660,39883654
4614035,38053955,39120733,2850681,39626432,1687680,38528850,33785882,35072567,8687,30294906
19452890,40013458,40186398,39837608,17782843,30741795,39407093,34320167,16477368,6844407,32468604
13051,1687680,38053955,39626432,2850681,33785882,38528850,40675309,39790655,39660,19831
6303385,38053955,39120733,1687680,1677192,46493180,39626432,38528850,37980517,39660,39883654
18413383,39120733,37253608,36524320,38053955,22144990,8135890,3434750,31316475,37656763,3382
11283769,38053955,1687680,17782843,39120733,39626432,30741795,36524320,656933,32168061,36640339
3130558,38053955,39120733,1687680,39790655,656245,2850681,39626432,19831,5122699,10953971
16595379,39837608,39120733,38053955,36584679,39790655,46945,22144990,39626432,5043324,36914424
18990624,31316475,38053955,33653306,37698065,1342873,39626432,34320167,35842433,35689659,38874307
10728040,38053955,23913127,33785882,31316475,39120733,36670758,35699958,39837608,3434750,61502
20163890,40106480,39837608,38963682,35842433,40670386,83688,40199989,11872185,41284488,35397113
18194868,39120733,3434750,38053955,30741795,19394613,29288667,2711314,36914424,36856978,83688
7588360,1687680,39120733,38053955,39626432,33785882,31638720,39601333,39540142,2500271,57570
11406429,38053955,1687680,17782843,39120733,39626432,30741795,36524320,656933,32168061,36640339
691592,39120733,38053955,39626432,1687680,39883654,33785882,38528850,39320762,39660,2850681
18384806,39120733,37253608,36524320,38053955,22144990,8135890,3434750,31316475,37656763,3382
18132224,39120733,3434750,38053955,30741795,19394613,29288667,2711314,36914424,36856978,83688
15047470,39120733,30741795,38053955,39626432,39822702,39458161,1687680,3434750,35723752,22144990
5288432,39626432,39120733,38528850,39883654,40675309,39320762,31795249,39026706,37982366,30741795
17841738,3434750,17782843,39120733,2850681,40106480,37419037,38053955,30741795,191890,35723752
14377015,38053955,1687680,39120733,12684530,31316475,39626432,4051607,159599,1342873,14533
19376353,40013458,40186398,39837608,17782843,30741795,39407093,34320167,16477368,6844407,32468604
17349347,38053955,39120733,33785882,1687680,22144990,37067268,36584679,30069822,19831,21255
17844703,3434750,39120733,2850681,40106480,37419037,38053955,30741795,191890,35723752,40358728
13036932,1687680,39626432,38053955,39120733,3434750,16477368,31795249,35723752,34697572,22144990
370000,39626432,2850681,33785882,38528850,40675309,39790655,39660,46493180,8209,39883654
19557684,40013458,40186398,39837608,17782843,30741795,39407093,34320167,16477368,6844407,32468604
3441262,38053955,39120733,1687680,39790655,656245,2850681,39626432,19831,5122699,10953971
18519968,39120733,37253608,36524320,38053955,22144990,8135890,3434750,31316475,37656763,3382
949717,39120733,38053955,1687680,40675309,39626432,33785882,2731583,46493180,18836,38528850
17375922,38053955,39120733,32112949,33785882,1687680,22144990,37067268,36584679,30069822,19831
7381673,1687680,39120733,38053955,39626432,33785882,31638720,39601333,39540142,2500271,57570
1554842,39120733,38053955,33785882,1687680,38528850,39626432,59533,2850681,46493180,83688
6378923,38053955,39120733,1687680,1677192,46493180,39626432,38528850,37980517,39660,39883654
3162235,39120733,1687680,39790655,656245,2850681,39626432,19831,5122699,10953971,40675309
301854,39120733,1687680,38053955,39626432,2850681,33785882,38528850,40675309,39790655,39660
18336458,39120733,3434750,30741795,19394613,29288667,2711314,36914424,36856978,83688,32314211
960841,39120733,38053955,1687680,40675309,39626432,33785882,2731583,46493180,18836,38528850
15589682,39120733,38053955,39626432,19281864,37067268,8135890,534366,16477368,3434750,1687680
19195329,31316475,38053955,33653306,37698065,1342873,39626432,34320167,35842433,35689659,38874307
17726870,38053955,39120733,32112949,33785882,1687680,22144990,37067268,36584679,30069822,19831
18724015,39026706,34320167,38849728,40358728,39120733,1342873,22144990,37762582,39146799,38963682
5812172,38053955,39626432,39120733,38528850,1687680,33785882,39883654,8209,40675309,39320762
7011230,38053955,39120733,1687680,1677192,46493180,39626432,38528850,37980517,39660,39883654
14410808,38053955,1687680,39120733,12684530,31316475,39626432,4051607,1342873,14533,33785882
4459901,39120733,2850681,39626432,1687680,38528850,35072567,8687,30294906,31638720,34953010
4452763,38053955,39120733,2850681,39626432,1687680,38528850,33785882,35072567,8687,30294906
16048451,38053955,39120733,33209238,22144990,34697572,30741795,33029735,31316475,36286172,1866834
19683425,38963682,8135890,46945,30294906,37650258,36618625,38338352,36012788,34320167,39837608
12859194,1687680,39626432,38053955,39120733,3434750,16477368,31795249,35723752,34697572,22144990
18693232,39026706,34320167,38849728,40358728,39120733,1342873,22144990,37762582,39146799,38963682
15607289,39120733,38053955,39626432,19281864,37067268,8135890,534366,16477368,3434750,1687680
17955641,3434750,17782843,39120733,2850681,40106480,37419037,38053955,30741795,191890,35723752
7922638,38053955,39120733,1687680,35723752,30741795,32314211,12520860,40199989,32168061,31316475
19075180,31316475,38053955,33653306,37698065,1342873,39626432,34320167,35842433,35689659,38874307
18217814,39120733,3434750,38053955,30741795,19394613,29288667,2711314,36914424,36856978,83688
8294396,38053955,39120733,1687680,35723752,30741795,32314211,12520860,40199989,32168061,31316475
88565,39120733,1687680,38053955,39626432,2850681,33785882,38528850,40675309,39790655,39660
65885,39120733,1687680,38053955,39626432,2850681,33785882,38528850,40675309,39790655,39660
15861983,39120733,38053955,39626432,19281864,37067268,8135890,534366,16477368,3434750,1687680
4844665,39120733,2850681,39626432,1687680,38528850,33785882,35072567,8687,30294906,31638720
15277770,39120733,30741795,38053955,39626432,39822702,39458161,1687680,3434750,35723752,22144990
19329102,40013458,40186398,39837608,17782843,30741795,39407093,34320167,16477368,6844407,32468604
13299028,38053955,39837608,35723752,39120733,31795249,36524320,3434750,21255,28403222,34697572
9483940,38053955,31316475,39120733,39540142,30741795,38850871,38500267,38221120,63123,35195177
10274643,38053955,23913127,33785882,31316475,39120733,39626432,36670758,35699958,39837608,3434750
537433,39120733,38053955,39626432,1687680,39883654,33785882,38528850,39320762,39660,2850681
145927,39120733,1687680,39626432,2850681,33785882,38528850,40675309,39790655,39660,46493180
2360085,38053955,39120733,33785882,1687680,39626432,534366,33028800,38500267,38963682,31316475
19205409,31316475,38053955,33653306,37698065,1342873,34320167,35842433,35689659,38874307,34222546
15850260,39120733,38053955,39626432,19281864,37067268,8135890,534366,16477368,3434750,1687680
1910822,38053955,39120733,33785882,1687680,39626432,534366,33028800,38500267,38963682,31316475
18584092,39120733,37253608,36524320,38053955,22144990,8135890,3434750,31316475,37656763,3382
6890959,1687680,39120733,38053955,39626432,33785882,31638720,39601333,39540142,2500271,57570
17922182,3434750,17782843,39120733,2850681,40106480,37419037,38053955,30741795,191890,35723752
18871709,39026706,34320167,39120733,1342873,22144990,37762582,39146799,38963682,83688,1656784
9486271,38053955,31316475,39120733,39540142,30741795,38850871,38500267,38221120,63123,35195177
1204118,39120733,38053955,1687680,40675309,39626432,33785882,2731583,46493180,18836,38528850
15470835,39120733,38053955,39626432,37067268,534366,16477368,3434750,1687680,35723752,39822702
17997031,3434750,17782843,39120733,2850681,40106480,37419037,38053955,30741795,191890,35723752
2855862,38053955,39120733,1687680,3434750,46945,2731583,30741795,40675309,33785882,534366
189361,39120733,1687680,38053955,39626432,2850681,33785882,38528850,40675309,39790655,39660
4934695,38053955,39120733,2850681,39626432,1687680,38528850,33785882,35072567,8687,30294906
16188521,38053955,39120733,33209238,22144990,34697572,30741795,33029735,31316475,36286172,1866834
16112819,38053955,39120733,33209238,22144990,34697572,30741795,33029735,31316475,36286172,39626432
19529620,40013458,40186398,39837608,17782843,30741795,39407093,16477368,6844407,32468604,39342797
16660522,39120733,38053955,36584679,39790655,46945,22144990,39626432,5043324,36914424,30741795
5556708,38053955,39626432,39120733,38528850,1687680,33785882,39883654,8209,40675309,39320762
7808198,38053955,39120733,1687680,35723752,30741795,32314211,12520860,40199989,32168061,31316475
1179038,39120733,38053955,1687680,40675309,39626432,33785882,2731583,46493180,18836,38528850
1686264,39120733,38053955,33785882,1687680,38528850,39626432,59533,2850681,46493180,83688
4290425,39120733,1687680,36670758,33785882,36524320,92656,23805,1342873,35397113,83688
3588694,38053955,39120733,1687680,39790655,2850681,39626432,5122699,10953971,38963682,40675309
13305905,38053955,39837608,35723752,39120733,36524320,3434750,21255,28403222,34697572,39458161
19328015,40013458,40186398,39837608,17782843,30741795,39407093,34320167,16477368,6844407,32468604
6196463,39120733,1687680,1677192,46493180,39626432,38528850,37980517,39660,39883654,3434750
289795,39120733,1687680,38053955,39626432,2850681,33785882,38528850,40675309,39660,19831
9094579,39120733,38053955,1687680,39540142,534366,3434750,30741795,22144990,46493180,40675309
327763,39120733,1687680,38053955,39626432,2850681,33785882,38528850,40675309,39790655,39660
19895717,38963682,8135890,46945,30294906,37650258,36618625,38338352,36012788,34320167,39837608
2400126,38053955,39120733,33785882,1687680,39626432,534366,33028800,38500267,38963682,31316475
6408088,38053955,39120733,1687680,1677192,46493180,39626432,38528850,37980517,39660,39883654
6990910,1687680,39120733,38053955,39626432,33785882,31638720,39601333,39540142,2500271,57570
15041831,39120733,30741795,38053955,39626432,39822702,1687680,3434750,35723752,22144990,34320167
14947500,39120733,30741795,38053955,39626432,39822702,39458161,1687680,3434750,35723752,22144990
425699,39120733,38053955,39626432,1687680,39883654,33785882,38528850,39320762,39660,2850681
6488475,38053955,39120733,46493180,38528850,37980517,39883654,3434750,33785882,15658254,36002014
18222836,3434750,38053955,29288667,2711314,36914424,83688,32314211,690256,2540809,33335392
19027075,31316475,38053955,33653306,37698065,1342873,39626432,34320167,35842433,35689659,38874307
13531,39120733,1687680,38053955,39626432,2850681,38528850,40675309,39790655,39660,19831
1148898,39120733,38053955,1687680,40675309,39626432,33785882,2731583,46493180,18836,39883654
4086603,38053955,39120733,1687680,36670758,33785882,36524320,92656,23805,1342873,35397113
19347326,40013458,40186398,39837608,17782843,30741795,39407093,34320167,16477368,6844407,32468604
17852298,3434750,17782843,40106480,37419037,38053955,191890,35723752,40358728,36002014,3454
15255655,39120733,30741795,38053955,39626432,39822702,39458161,1687680,3434750,35723752,22144990
9397486,38053955,31316475,39120733,39540142,30741795,38850871,38500267,38221120,63123,35195177
4650077,38053955,39120733,2850681,39626432,1687680,38528850,33785882,35072567,8687,30294906
12163690,39120733,149286,39026706,39660,39822702,2711314,26413,1687680,39626432,38053955
20087002,40106480,39837608,38963682,35842433,40670386,83688,40199989,11872185,41284488,35397113
15347909,39120733,38053955,39626432,19281864,37067268,8135890,534366,16477368,3434750,1687680
15994530,38053955,39120733,33209238,22144990,34697572,30741795,33029735,31316475,36286172,1866834
8839503,39120733,38053955,1687680,39540142,534366,3434750,30741795,22144990,46493180,40675309
15723609,39120733,38053955,39626432,19281864,37067268,8135890,534366,16477368,3434750,1687680
1526395,39120733,33785882,1687680,38528850,39626432,59533,2850681,46493180,83688,40675309
2171377,38053955,39120733,33785882,1687680,39626432,534366,33028800,38500267,38963682,31316475
18516752,39120733,37253608,36524320,38053955,22144990,8135890,3434750,31316475,37656763,3382
18773614,39026706,34320167,38849728,40358728,39120733,1342873,22144990,37762582,39146799,38963682
9654827,38053955,31316475,39120733,39540142,30741795,38850871,38500267,38221120,63123,35195177
7679148,1687680,39120733,38053955,39626432,33785882,31638720,39601333,39540142,2500271,57570
15134847,39120733,30741795,38053955,39626432,39458161,1687680,3434750,35723752,22144990,34320167
18829767,39026706,34320167,38849728,40358728,39120733,1342873,22144990,37762582,39146799,38963682
19205663,31316475,38053955,39626432,34320167,35842433,35689659,38874307,34222546,2150841,25276055
15651808,39120733,38053955,39626432,19281864,37067268,8135890,534366,16477368,3434750,1687680
17701130,38053955,39120733,32112949,33785882,1687680,22144990,37067268,36584679,30069822,19831
974947,39120733,38053955,1687680,33785882,2731583,46493180,18836,38528850,39883654,39458161
391855,39120733,38053955,39626432,1687680,39883654,33785882,38528850,39320762,39660,2850681
821968,39120733,38053955,39626432,1687680,39883654,33785882,38528850,39320762,39660,2850681
11019373,38053955,1687680,17782843,39626432,30741795,36524320,656933,32168061,36640339,22144990
18024749,3434750,17782843,39120733,2850681,40106480,37419037,38053955,30741795,191890,35723752
3080493,38053955,39120733,1687680,3434750,46945,2731583,30741795,40675309,33785882,534366
15270819,39120733,30741795,38053955,39626432,39822702,39458161,1687680,3434750,35723752,22144990
4669612,38053955,39120733,2850681,39626432,1687680,38528850,33785882,35072567,8687,30294906
19159960,31316475,38053955,33653306,37698065,1342873,39626432,34320167,35842433,35689659,38874307
16999288,38053955,39120733,16477368,34140532,35793706,46493180,345802,6844407,1687680,16921969
10763459,38053955,23913127,33785882,31316475,39120733,39626432,36670758,35699958,39837608,3434750
9536040,38053955,31316475,39120733,39540142,30741795,38850871,38500267,38221120,63123,35195177
16179689,38053955,39120733,33209238,22144990,34697572,30741795,33029735,31316475,36286172,1866834
12723321,1687680,39626432,38053955,39120733,3434750,16477368,31795249,35723752,34697572,22144990
4915101,39120733,2850681,39626432,1687680,38528850,33785882,35072567,8687,30294906,31638720
210096,39120733,1687680,38053955,2850681,33785882,38528850,40675309,39790655,39660,19831
3153830,39120733,1687680,3434750,46945,2731583,30741795,40675309,33785882,534366,23243880
4589092,38053955,39120733,2850681,39626432,1687680,38528850,33785882,35072567,8687,30294906
13486781,39837608,35723752,39120733,21255,34697572,39458161,1687680,38528850,9317,39202444
19364988,40013458,40186398,39837608,17782843,30741795,39407093,34320167,16477368,6844407,32468604
638801,39120733,38053955,39626432,1687680,39883654,33785882,38528850,39320762,39660,2850681
1643127,39120733,38053955,33785882,1687680,38528850,59533,2850681,46493180,83688,40675309
12676479,1687680,39626432,38053955,39120733,3434750,16477368,31795249,35723752,34697572,22144990
18415582,39120733,37253608,36524320,38053955,22144990,8135890,3434750,31316475,37656763,3382
16637732,39837608,39120733,38053955,36584679,39790655,46945,22144990,39626432,5043324,36914424
16586184,39837608,39120733,38053955,36584679,39790655,46945,22144990,39626432,5043324,36914424
16726380,39837608,39120733,38053955,36584679,39790655,46945,22144990,39626432,5043324,36914424
17328627,38053955,39120733,16477368,34140532,35793706,46493180,345802,6844407,1687680,16921969
1495172,39120733,1687680,38528850,39626432,59533,2850681,46493180,83688,40675309,31638720
15601126,39120733,38053955,39626432,19281864,37067268,8135890,534366,16477368,3434750,1687680
11104969,1687680,17782843,39120733,39626432,30741795,36524320,656933,32168061,36640339,22144990
15809160,39120733,38053955,39626432,19281864,37067268,8135890,534366,16477368,3434750,1687680
7311769,1687680,38053955,39626432,33785882,31638720,39540142,2500271,9904,38247068,534366
11076375,38053955,1687680,17782843,39120733,39626432,30741795,36524320,656933,32168061,36640339
4493626,39120733,2850681,39626432,1687680,38528850,33785882,35072567,8687,30294906,31638720
14062009,38053955,1687680,39120733,12684530,31316475,39626432,4051607,159599,1342873,14533
16440931,39837608,38053955,36584679,39790655,46945,22144990,39626432,5043324,36914424,30741795
3827058,38053955,39120733,1687680,36670758,33785882,36524320,92656,23805,1342873,35397113
15009458,39120733,30741795,38053955,39626432,39822702,39458161,1687680,3434750,35723752,22144990
3242335,38053955,39120733,1687680,39790655,656245,2850681,39626432,19831,5122699,10953971
15708,1687680,38053955,33785882,38528850,40675309,39790655,39660,19831,38486458,8209
561016,38053955,39626432,1687680,39883654,33785882,38528850,39320762,39660,2850681,40675309
1138432,39120733,38053955,1687680,40675309,39626432,33785882,2731583,46493180,18836,38528850
2784757,38053955,39120733,1687680,3434750,46945,2731583,30741795,40675309,33785882,534366
18417984,39120733,37253608,36524320,22144990,3434750,31316475,37656763,3382,12520860,1687680
14837863,39120733,30741795,38053955,39626432,39822702,39458161,1687680,3434750,35723752,22144990
2673156,38053955,39120733,1687680,3434750,46945,2731583,30741795,40675309,33785882,534366
14663041,38053955,1687680,39120733,12684530,31316475,39626432,4051607,159599,1342873,14533
10913857,38053955,23913127,33785882,31316475,39120733,39626432,36670758,35699958,39837608,3434750
9017193,39120733,38053955,1687680,39540142,534366,3434750,30741795,22144990,46493180,40675309
16095465,38053955,39120733,22144990,34697572,30741795,33029735,31316475,36286172,1866834,39626432
14422547,38053955,1687680,39120733,12684530,31316475,39626432,4051607,159599,1342873,14533
16610624,39837608,38053955,36584679,39790655,46945,22144990,39626432,5043324,36914424,30741795
10685100,38053955,23913127,33785882,31316475,39120733,39626432,36670758,35699958,39837608,3434750
16596947,39837608,39120733,38053955,36584679,39790655,46945,22144990,39626432,5043324,36914424
8611321,39120733,1687680,39540142,534366,3434750,30741795,22144990,40675309,39626432,31316475
