14213987,100191,0
14213987,100192,0
14213987,100196,0
14213987,10029,0
14213987,10144419,0
14213987,1018627,0
14213987,102136,0
14213987,1036801,0
14213987,1063131,0
14213987,10678588,0
14213987,10738854,0
14213987,107424,0
14213987,107426,0
14213987,107912,0
14213987,108065,0
14213987,10964778,0
14213987,11071435,0
14213987,11073723,0
14213987,11173100,0
14213987,11225,0
14213987,11227,0
14213987,11233052,0
14213987,11255024,0
14213987,11291214,0
14213987,113028,0
14213987,11436396,0
14213987,11447092,0
14213987,11505487,0
14213987,115686,0
14213987,118798,0
14213987,11932227,0
14213987,11987991,0
14213987,12022832,0
14213987,12059112,0
14213987,12150414,0
14213987,12205924,0
14213987,12219502,0
14213987,123947,0
14213987,12477075,0
14213987,12482745,0
14213987,12498208,0
14213987,125761,0
14213987,125764,0
14213987,12631431,0
14213987,12642237,0
14213987,12666307,0
14213987,12762155,0
14213987,12785046,0
14213987,12862566,0
14213987,12868358,0
14213987,12873676,0
14213987,12935706,0
14213987,12981647,0
14213987,12989350,0
14213987,13046106,0
14213987,1310752,0
14213987,1313870,0
14213987,1318175,0
14213987,1326920,0
14213987,13284886,0
14213987,1329090,0
14213987,1335430,0
14213987,1336039,0
14213987,13362723,0
14213987,133874,0
14213987,1339541,0
14213987,1342372,0
14213987,13435299,0
14213987,13465445,0
14213987,13483,0
14213987,13485,0
14213987,13486,0
14213987,13487,0
14213987,1357606,0
14213987,1362830,0
14213987,1366146,0
14213987,13756257,0
14213987,137935,0
14213987,1388859,0
14213987,13906453,0
14213987,14003237,0
14213987,14003239,0
14213987,1402941,0
14213987,140465,0
14213987,140795,0
14213987,1418599,0
14213987,14201972,0
14213987,14213987,1
14213987,143776,0
14213987,144209,0
14213987,1448945,0
14213987,145050,0
14213987,1463014,0
14213987,1470208,0
14213987,14723596,0
14213987,147476,0
14213987,1477679,0
14213987,14804,0
14213987,148385,0
14213987,148979,0
14213987,14973,0
14213987,14975,0
14213987,150160,0
14213987,15044030,0
14213987,150742,0
14213987,15098593,0
14213987,151196,0
14213987,151199,0
14213987,15164673,0
14213987,15207105,0
14213987,152271,0
14213987,152277,0
14213987,1528075,0
14213987,1532450,0
14213987,153398,0
14213987,153399,0
14213987,15382067,0
14213987,15443995,0
14213987,15516339,0
14213987,15530902,0
14213987,1554924,0
14213987,15577036,0
14213987,15579832,0
14213987,1558384,0
14213987,15619833,0
14213987,156704,0
14213987,15704241,0
14213987,15716196,0
14213987,157736,0
14213987,1580910,0
14213987,158287,0
14213987,15830760,0
14213987,15871078,0
14213987,15940,0
14213987,15941,0
14213987,15942,0
14213987,15947,0
14213987,15983150,0
14213987,1603537,0
14213987,16089858,0
14213987,16118,0
14213987,1618053,0
14213987,162572,0
14213987,16361229,0
14213987,1648069,0
14213987,1648801,0
14213987,1649942,0
14213987,166159,0
14213987,16707,0
14213987,1677808,0
14213987,1680862,0
14213987,16815,0
14213987,16877740,0
14213987,168958,0
14213987,169494,0
14213987,169496,0
14213987,169499,0
14213987,16967020,0
14213987,170490,0
14213987,170491,0
14213987,170911,0
14213987,17140677,0
14213987,171649,0
14213987,1716514,0
14213987,1723540,0
14213987,1730307,0
14213987,173345,0
14213987,17345761,0
