17866318,7751357,29331348
17604577,34429259
110001,36450985,39458815,11812,17867,31717,34059,167667,177840,252854
2300502,1687680,2190438,2500271,2466773,3434750,3829005,4412145,5422144,7515849,8433391,10094963,10380708,14681044,18842323,18603746,18951905,19666611,23913127,28689382,29331348,31638720,33502433,34629668,35952164,36736219,36661766,37595203,37857945,37651360,38570319,38007874,39822702,39277259,44275267,2185,738,358,3454,4443,5489,6886,8221,12108,12067,10597,14653,16043,16635,21148,19961,22989,22278,21212,23267,23235,25445,26825,26667,29969,31750,32073,34059,33158,36197,49001,53029,69328,102485,147575,177840,380451,440467,645042,657682
4721553,38667928,376619
6610523,105963,352699,444222
6758766,959699,7999675,9313589,20816992,35122149,35210167,36012788,36622990,38939419,39431276,39345150,41353912,7473,19961,69713,76972,708834,725252
18175440,929659,12153654,31795249,35195177,9904,11250,16743,19961,26284,25391,31750,656933,708834
4628406,35994707
14129502,1537
12068706,4689264,5042481,7515849,15326144,17416221,18951905,30741795,37935222,37423368,46445121,5489,5222,5405,8060,11867,14532,14579,16175,17771,18987,19457,21148,21255,22936,25391,26589,26994,29440,27358,31750,32817,32374,45238,48874,170691,893219
897961,38906878,2386,97218,181173,572831
16808950,4877697
2449701,2170969,5002871,11546879,12610483,30752816,34697572,38151849,40099555,39458161,856,9588,8377,26989,90451,165507,167079,210892,349303,908663
17993029,2574542,3784152
4852058,35952164,36002014,656933
17501110,36715953,37467951
7899452,4412145,5042951,5245920,8394247,11269605,32168061,35122149,39026706,17771,31056,91155,211583,561315
5013055,69713,91155,157294,582488
11276861,1355448,29924238,31795249,36041047,39458161
1847279,21210
2437760,1355448,34164547,46445121,1208,7959,9588,14560,25101,61344
15349585,656933
3153830,38053955
15713403,3071213,12964276,23913127,35952164
16734816,2731583,2983,9516,21212
15809160,69058
147410,25391
3279793,5042916,39133387,7473
15121874,41353912
